,df,user,created_at,text,favorite_count,id_str,location,description,followers_count,listed_count,friends_count,statuses_count,time_zone,retweet_count,retweeted,id,Class,%Strength
45,0,DTrowbridge74,Tue Mar 26 14:43:31 +0000 2019,RT @michelleinbklyn: The media's biggest failure in Russiagate is letting Trump get away with pretending to be exonerated by a four-page le…,0,1110552867662749696,,#resist,76,3,302,17231,,0,False,1110552867662749696,Relational,74.86370801925659
46,0,ShesheSheeeeen,Tue Mar 26 14:43:31 +0000 2019,RT @chanrmnd: pretending happy is easier than explaining why you're sad.,0,1110552867700535296,"Roxas, Cagayan Valley",a lunatic girl from Stem-Aphrodite🌸,206,0,206,831,,0,False,1110552867700535296,Relational,85.8059287071228
47,0,MrNipponson,Tue Mar 26 14:43:31 +0000 2019,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0,1110552867620966400,,i'm here for the free cookies. #IStandWithVic #MJInnocent,139,8,199,12370,,0,False,1110552867620966400,Relational,92.29500889778137
48,0,babuHoseok,Tue Mar 26 14:43:31 +0000 2019,RT @apanmanten: idk if youre comparing him to the penguin or using the penguin as a reaction meme https://t.co/SavglBHqJC,0,1110552867855847424,,"☆°• Sᴇʀ•ᴇɴ•ᴅɪᴘ•ɪ•ᴛʏ •°☆



                          
(n) finding something good without looking for it",86,1,183,5146,,0,False,1110552867855847424,Relational,88.69227766990662
49,0,lilbuttcheyy,Tue Mar 26 14:43:31 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552868367548417,,🏳️‍🌈/ Jessi’s aunt💕🖇,373,0,410,5088,,0,False,1110552868367548417,Relational,76.74214243888855
50,0,tainalonzo,Tue Mar 26 14:43:31 +0000 2019,RT @scooterbraun: Anxiety never goes away.. you just learn how to handle it better.,0,1110552868686364672,"Las Vegas, NV",WU 23’ boricua🇵🇷,482,4,1368,8134,,0,False,1110552868686364672,Relational,86.20637655258179
51,0,emi071715,Tue Mar 26 14:43:31 +0000 2019,And the sad music,0,1110552869235650560,Hell,“When I wake up I’m afraid somebody else might take my place “  ~ The Neighbourhood,7,0,9,447,,0,False,1110552869235650560,Relational,66.10390543937683
52,0,JeanAurore1,Tue Mar 26 14:43:31 +0000 2019,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0,1110552868375928833,"Saint-Lô, France",R❤,65,0,190,599,,0,False,1110552868375928833,Relational,52.911919355392456
53,0,hiyokocchii,Tue Mar 26 14:43:31 +0000 2019,Were no longer sad tho,0,1110552869067866112,,im just a geek,12,0,97,805,,0,False,1110552869067866112,Prescriptive,60.429126024246216
54,0,ArrograntJay,Tue Mar 26 14:43:31 +0000 2019,Fuckkkkkkkkkkkkkkk,0,1110552869097345024,,Sc: Jayy_michelled | Insta: arrogantt_jayy,220,0,508,1365,,0,False,1110552869097345024,Prescriptive,33.33333432674408
55,0,undocusci,Tue Mar 26 14:43:31 +0000 2019,RT @hormiga: This is exactly the dangerous attitude I’m talking about. The kind of guy who claims that a safe workplace that treats people…,0,1110552869378256896,👽💖💜💙👽,UndocuEmo. UndocuScientist. UndocuQueer. UCLA Alumni. MIMG. CSULA Grad Student in Biochem. R-Met PTMs. Chilean. He/They. @FreeRadsBlog Member #scicomm #BiInSci,3372,21,3324,21737,,0,False,1110552869378256896,Relational,93.63647699356079
56,0,GoodwinSamantha,Tue Mar 26 14:43:31 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552869885755392,California ,Do it for the story,151,1,195,148,,0,False,1110552869885755392,Relational,76.74338221549988
57,0,britooo_13,Tue Mar 26 14:43:31 +0000 2019,RT @victorialoopz: when u make him mad n he start driving home like dis 🥴 https://t.co/DOsh5zvRhg,0,1110552870053728256,"Texas, USA",Philippians 4:13 #tjc21 💜C.L.P💜 ‘99 roundbody 💦,315,0,363,3272,,0,False,1110552870053728256,Prescriptive,81.35333061218262
58,0,kie_zack,Tue Mar 26 14:43:32 +0000 2019,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,0,1110552870410047488,,"sometimes sweet, but sometimes shit.",550,4,257,27521,,0,False,1110552870410047488,Relational,86.5752100944519
59,0,siewhuiiiiiii,Tue Mar 26 14:43:32 +0000 2019,it's a challenge not a failure,0,1110552870619774982,,too zen to deal with your shit ✋🏻😌🤚🏻,218,1,209,14860,,0,False,1110552870619774982,Relational,77.74395942687988
60,0,desmith817,Tue Mar 26 14:43:32 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552870385078274,United States,Believe in justice for all and equal treatment of all ! I am not a Bot tired of being accused of it!!!!,349,1,595,7057,,0,False,1110552870385078274,Relational,76.75395011901855
61,0,KaafRay,Tue Mar 26 14:43:32 +0000 2019,Bhai ordered this back support for me so that i keep my back straight. And sad to say this product is a fail project. 🤦🏻‍♀️,0,1110552870468882432,,Vivir mi vida,543,4,611,30257,,0,False,1110552870468882432,Prescriptive,90.39563536643982
62,0,jaydimples__,Tue Mar 26 14:43:32 +0000 2019,"RT @Tumi_Axe: Sucide - 0800567567
Rape - 0214479762
Assault - 0861322322
Depression - 0800121314
Emergency - 112
ADHD Helpline - 0800554433…",0,1110552870477357058,,drinking water and minding my business 🍸 jaydimples_,57,0,124,1217,,0,False,1110552870477357058,Relational,88.87469172477722
63,0,megamind813,Tue Mar 26 14:43:32 +0000 2019,"RT @KokeReport: Omar Upset Minnesota Democrats Want Her Removed From Congress, Do You Want To Remove Her From Congress ? https://t.co/4CHK5…",0,1110552870787649537,,,36,0,250,538,,0,False,1110552870787649537,Relational,89.96284604072571
64,0,CedyCed15,Tue Mar 26 14:43:32 +0000 2019,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0,1110552870838063106,Wherever God is :) ,"Philippians 1:21 For to me to live is Christ, and to die is gain. | Many have an image of me. Only few get the picture.",313,5,450,26132,,0,False,1110552870838063106,Relational,52.92719602584839
65,0,Lbbx94,Tue Mar 26 14:43:32 +0000 2019,"They should change the name mothers day to legal guardian day, combining both fathers day and mother's day into the… https://t.co/4PCsYN2MKz",0,1110552871060283393,"Glasgow, Uk",sound,57,1,159,130,,0,False,1110552871060283393,Relational,90.46282768249512
66,0,djst99,Tue Mar 26 14:43:32 +0000 2019,Oh Stop it.  You are such a Drama Queen!  President Trump won the 2016 Election in accordance with the laws of our… https://t.co/XQIU1ch4LY,0,1110552871202902017,,,362,1,191,11299,,0,False,1110552871202902017,Relational,90.00476598739624
67,0,abrahamcesarzep,Tue Mar 26 14:43:32 +0000 2019,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0,1110552871429259264,,Dare to do the things that scare you,131,0,91,12844,,0,False,1110552871429259264,Relational,52.91168689727783
68,0,pabojendukie,Tue Mar 26 14:43:32 +0000 2019,RT @miiniongay: type the fanchant w ur eyes closed it's for my depression,0,1110552871538487296,Kill This Love 05.04,𝖜𝖊 𝖆𝖗𝖊 𝖎𝖓 𝖓𝖔𝖎𝖗°°,200,0,312,23849,,0,False,1110552871538487296,Prescriptive,77.0090103149414
69,0,felicianavidad,Tue Mar 26 14:43:32 +0000 2019,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,0,1110552872003854336,,next level perfectionist,107,5,86,9133,,0,False,1110552872003854336,Relational,76.74691081047058
70,0,hanzs26,Tue Mar 26 14:43:32 +0000 2019,RT @Martin_Indyk: Trump’s embassy move gave Palestinians justification to reject his peace plan. Now his Golan decision gives Saudi Arabia…,0,1110552872163438593,,"Man will never be free until the last king is strangled with the entrails of the last priest.

Denis Diderot",789,8,2305,39021,,0,False,1110552872163438593,Prescriptive,86.40061616897583
71,0,pinchelizbeth,Tue Mar 26 14:43:32 +0000 2019,RT @alezander: me making fun of my anxiety on twitter vs my anxiety later that night https://t.co/QPsD7eCc1b,0,1110552872435900416,stolen land 818 & 210 ,"Life is just a dream, and if you love me, you will sleep",1118,19,563,163817,,0,False,1110552872435900416,Prescriptive,49.90939199924469
72,0,GENIUZMIND1,Tue Mar 26 14:43:32 +0000 2019,"Sad News
My friend just broke up with the guy that normally buys us food.
😭😭😭😭..",0,1110552872264044546,,"EVENT HAUZ, ENTERTAINMENT, CREATIVE ART LOVER, POSITIVE ENERGY.",39,0,99,115,,0,False,1110552872264044546,Prescriptive,88.12370896339417
73,0,kimberlycamer14,Tue Mar 26 14:43:32 +0000 2019,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0,1110552872461176832,Throne of satan,be the strong woman you truly are,302,3,447,6666,,0,False,1110552872461176832,Relational,52.930766344070435
74,0,AzazelAdversary,Tue Mar 26 14:43:32 +0000 2019,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0,1110552872603828224,Germany,"I like video games, video editing, art, and reading.",22,0,240,2694,,0,False,1110552872603828224,Relational,92.2968327999115
75,0,ShemaFiona,Tue Mar 26 14:43:32 +0000 2019,"RT @ReviewNinjaCoUk: Success is the result of perfection, hard work, learning from failure, loyalty, and persistence. 
~Colin Powell~

#Tue…",0,1110552872733814785,Country of a Thousand Hills,"+250-YoungWithVision living to make an impact than income. |Basketball|Poetry|Leadership|Arts|Worship|Friends|
#GOE I was Just made to make.",525,0,2079,679,,0,False,1110552872733814785,Relational,92.4713134765625
76,0,_Scyless,Tue Mar 26 14:43:32 +0000 2019,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0,1110552872775806983,Fuck/You,"This isn't trust, this is manipulation",12,0,58,4576,,0,False,1110552872775806983,Relational,92.29699373245239
77,0,_abigaiher_,Tue Mar 26 14:43:32 +0000 2019,RT @blazzlehoochas: how do u explain to the youths that you don't lose your entire personality and interests when you turn 30 lol you guys…,0,1110552873119694848,Hell,"| i draw sometimes, but i mostly retweet shitposts | follow my art account @AbibisArte |",45,1,574,1981,,0,False,1110552873119694848,Relational,90.33193588256836
78,0,elliottthall,Tue Mar 26 14:43:32 +0000 2019,"RT @delafro_: I don’t feel bad about being the “dump him” friend. My girls are too pretty, too smart and too fly to be stressed over medioc…",0,1110552873253986305,St.Albans ,22 ✨,257,1,746,5047,,0,False,1110552873253986305,Relational,91.07674956321716
79,0,2016_dmj,Tue Mar 26 14:43:32 +0000 2019,RT @jhaatlyf: Sad as fuck https://t.co/iAVtlvTu2k,0,1110552873346174976,,Par de patos.  Tía de dos🦁🐯,27,1,190,676,,0,False,1110552873346174976,Relational,66.4423942565918
80,0,gcfjihoon,Tue Mar 26 14:43:32 +0000 2019,still sad but its fine....actor jihoon LETS GO,0,1110552873811632128,,,348,12,121,19706,,0,False,1110552873811632128,Relational,76.23187303543091
81,0,XtingXKing,Tue Mar 26 14:43:32 +0000 2019,@HOT97 @daiIycxnt i feel so sad for the poor victims 😢,0,1110552873916604416,✘ ᴛʜᴇ ʙᴀᴅ ɢᴜʏ ᴄʜᴜɴ-ʟɪ ✘,FAN ACCOUNT ╳ PARODY ╳,595,1,693,5546,,0,False,1110552873916604416,Relational,82.03229904174805
82,0,JaayFiasco,Tue Mar 26 14:43:32 +0000 2019,"RT @1RealJoeyB: on God i didnt see him, im really sorry. ❤️ https://t.co/XsHZUEAvni",0,1110552873912487937,,🇬🇭🇨🇦 | IG & 👻:Jaayfiasco,1547,11,1183,94085,,0,False,1110552873912487937,Prescriptive,68.12344789505005
83,0,undetow,Tue Mar 26 14:43:32 +0000 2019,RT @skrongmeat_: any ladies wanna come over n kiss n watch a youtube video about the failure of euro Disney world,0,1110552873882902528,"San Francisco, CA",Why would I help you when it gives me so much joy to see you suffer?,188,13,229,43418,,0,False,1110552873882902528,Prescriptive,57.86781311035156
84,0,NanyihiDavis,Tue Mar 26 14:43:33 +0000 2019,"RT @KamalaHarris: Our children are being raised by two groups of people: families and teachers. Yet, we fail to pay teachers their value. A…",0,1110552875581743105,dfw,,86,4,237,28275,,0,False,1110552875581743105,Relational,91.22964143753052
85,0,tllanes,Tue Mar 26 14:43:33 +0000 2019,RT @michelleinbklyn: The media's biggest failure in Russiagate is letting Trump get away with pretending to be exonerated by a four-page le…,0,1110552875480997888,United States,"Knife-Like, Flower-Like, Like Nothing At All in the World. RTs = I do what I want.",3001,235,2163,182333,,0,False,1110552875480997888,Relational,74.863201379776
86,0,erleichda29,Tue Mar 26 14:43:33 +0000 2019,@douglaskarr @theolympian @jsn2007 @mattsdriscoll So all homeless people are using drugs or mentally ill?,0,1110552875577401346,Wherever I am,Anarchist with socialist leanings. I will block you if you add me because someone tells you to.,439,0,774,22290,,0,False,1110552875577401346,Relational,83.2824170589447
87,0,0bispooo,Tue Mar 26 14:43:33 +0000 2019,"RT @jamesvoltaire18: Honestly, i’m also sad when i see you sad. ❄️😶",0,1110552875837448192,Republic of the Philippines,- kimba,1582,0,1557,11456,,0,False,1110552875837448192,Relational,65.50877094268799
